resref,status,areas,occurrences,frames,max_frame_size_x1,format,correction_id,notes
AM0603D3,validé-x4,AR0603,1,6,118x93,BAM V1,ar0603-all-bam-apo8-x4-30fps-v2,"Pack x4 AR0603 (run ar0603-all-bam-seedvr7b-lab-x4); V2 ar0603-all-bam-apo8-x4-30fps-v2; TimedTimeline 15->30; 25 frames, 38 phases; QA ingame validée le 2026-08-23; livré par pack de zone AR0603."
AM0603H,validé-x4,AR0603,1,9,152x109,BAM V1,ar0603-all-bam-apo8-x4-30fps-v2,"Pack x4 AR0603 (run ar0603-all-bam-seedvr7b-lab-x4); V2 ar0603-all-bam-apo8-x4-30fps-v2; TimedTimeline 15->30; 27 frames, 36 phases; QA ingame validée le 2026-08-23; livré par pack de zone AR0603."
AM0603I,validé-x4,AR0603,1,9,65x99,BAM V1,ar0603-all-bam-apo8-x4-30fps-v2,"Pack x4 AR0603 (run ar0603-all-bam-seedvr7b-lab-x4); V2 ar0603-all-bam-apo8-x4-30fps-v2; TimedTimeline 15->30; 27 frames, 36 phases; QA ingame validée le 2026-08-23; livré par pack de zone AR0603."
AM0604A,validé-x4,AR0604,1,7,121x102,BAM V1,ar0604-apo8-x4-30fps-v2,"Cirque, 1er etage (AR0604); seule ressource de la zone (fontaine); x4 SeedVR2 7B/LAB (run ar0604-all-bam-seedvr7b-lab-x4); V2 TimedTimeline 30 FPS apo-8 (run ar0604-apo8-x4-30fps-v2); 7 frames natives -> 14 frames (14 phases); livre par pack de zone; QA en jeu validee par l'utilisateur le 2026-08-23. Fondu alpha de contour tente a deux reprises (feather par distance 6px puis 2px x4, puis masque manuel sur le pack valide) : les trois essais reproduisent le meme symptome en jeu (rendu pixelise/basse frequence, comme le BAM natif) malgre RGB, cycles, dimensions et registre verifies identiques a la version validee a chaque fois ; cause non identifiee, hypothese principale : le chemin de rendu ne gere pas les valeurs alpha intermediaires (ni 0 ni 255) sur cette ressource. Abandonne, ressource laissee sans fondu ; ne plus retenter de correction alpha ici, cf. FLAME2S."
AM0700A,validé-x4,AR0700,1,7,178x163,BAM V1,ar0700-fountains-apo8-x4-30fps-v2,"Fontaine claire. Le prototype historique fontaine-runtime-x4 (hook cible EnableAM0700AAnimationX4Test) est supersede : ne pas le reactiver. Fontaine d'AR0700 (deux fontaines physiques, chacune en deux couches BAM superposees : A+B a la position monde 981,1026 et C+D a 313,3766). x4 SeedVR2 7B/LAB (run ar0700-fountains-seedvr7b-lab-x4) puis V2 TimedTimeline 30 FPS apo-8 (run ar0700-fountains-apo8-x4-30fps-v2 ; 7 frames natives -> 14 frames, timeline [0,7,1,8,2,9,3,10,4,11,5,12,6,13], 14 phases, 0,467 s, duree de boucle inchangee). Geometrie uniforme ; flag ARE 0x1145 (bit 1 absent) donc chemin alpha strict, aucune correction RGB necessaire. Livre par pack de zone ; QA en jeu validee par l'utilisateur le 2026-08-27."
AM0700B,validé-x4,AR0700,1,7,178x163,BAM V1,ar0700-fountains-apo8-x4-30fps-v2,"Fontaine, couche teintee superposee a AM0700A. Fontaine d'AR0700 (deux fontaines physiques, chacune en deux couches BAM superposees : A+B a la position monde 981,1026 et C+D a 313,3766). x4 SeedVR2 7B/LAB (run ar0700-fountains-seedvr7b-lab-x4) puis V2 TimedTimeline 30 FPS apo-8 (run ar0700-fountains-apo8-x4-30fps-v2 ; 7 frames natives -> 14 frames, timeline [0,7,1,8,2,9,3,10,4,11,5,12,6,13], 14 phases, 0,467 s, duree de boucle inchangee). Geometrie uniforme ; flag ARE 0x1145 (bit 1 absent) donc chemin alpha strict, aucune correction RGB necessaire. Livre par pack de zone ; QA en jeu validee par l'utilisateur le 2026-08-27."
AM0700C,validé-x4,AR0700,1,7,169x165,BAM V1,ar0700-fountains-apo8-x4-30fps-v2,"Fontaine sud. Fontaine d'AR0700 (deux fontaines physiques, chacune en deux couches BAM superposees : A+B a la position monde 981,1026 et C+D a 313,3766). x4 SeedVR2 7B/LAB (run ar0700-fountains-seedvr7b-lab-x4) puis V2 TimedTimeline 30 FPS apo-8 (run ar0700-fountains-apo8-x4-30fps-v2 ; 7 frames natives -> 14 frames, timeline [0,7,1,8,2,9,3,10,4,11,5,12,6,13], 14 phases, 0,467 s, duree de boucle inchangee). Geometrie uniforme ; flag ARE 0x1145 (bit 1 absent) donc chemin alpha strict, aucune correction RGB necessaire. Livre par pack de zone ; QA en jeu validee par l'utilisateur le 2026-08-27."
AM0700D,validé-x4,AR0700,1,7,169x165,BAM V1,ar0700-fountains-apo8-x4-30fps-v2,"Fontaine sud, couche teintee superposee a AM0700C. Fontaine d'AR0700 (deux fontaines physiques, chacune en deux couches BAM superposees : A+B a la position monde 981,1026 et C+D a 313,3766). x4 SeedVR2 7B/LAB (run ar0700-fountains-seedvr7b-lab-x4) puis V2 TimedTimeline 30 FPS apo-8 (run ar0700-fountains-apo8-x4-30fps-v2 ; 7 frames natives -> 14 frames, timeline [0,7,1,8,2,9,3,10,4,11,5,12,6,13], 14 phases, 0,467 s, duree de boucle inchangee). Geometrie uniforme ; flag ARE 0x1145 (bit 1 absent) donc chemin alpha strict, aucune correction RGB necessaire. Livre par pack de zone ; QA en jeu validee par l'utilisateur le 2026-08-27."
AM0801A,non-traité,AR0801;AR0808,2,7,181x108,BAM V1,,
AM0801B1,non-traité,AR0801;AR0808,2,7,130x169,BAM V1,,
AM0801B2,non-traité,AR0801;AR0808,2,7,130x169,BAM V1,,
AM0803A,non-traité,AR0803;AR0809,2,7,139x96,BAM V1,,
AM0803B,non-traité,AR0803;AR0809,2,7,112x64,BAM V1,,
AM0803C,non-traité,AR0803;AR0809,2,7,94x80,BAM V1,,
AM0803D,non-traité,AR0803;AR0809,2,7,96x30,BAM V1,,
AM0803E,non-traité,AR0803;AR0809,2,7,84x71,BAM V1,,
AM0900DM,validé-x4,AR0900,2,20,249x185,BAM V1,,"Deux variantes v3 liées aux occurrences (2246,2187) et (1689,2662), masques QA validés 2026-08-27 sur sauvegarde ancienne et nouvelle."
AM0902L,non-traité,AR0902,1,32,129x159,BAM V1,,
AM1001A,non-traité,AR0905;AR1001;AR1006;AR1007;AR1009,5,7,212x149,BAM V1,,
AM1003A,non-traité,AR0506;AR1003;AR2011;AR5010,4,7,122x93,BAM V1,,
AM1004A,non-traité,AR1004;AR1601;AR2012,3,7,171x149,BAM V1,,
AM1008B,non-traité,AR1008,1,7,53x39,BAM V1,,
AM1008BL,non-traité,AR1008,1,8,102x145,BAM V1,,
AM1101A,non-traité,AR1101,1,9,240x177,BAM V1,,
AM1104A,non-traité,AR1103,1,9,75x50,BAM V1,,
AM1104B,non-traité,AR1104,1,9,95x103,BAM V1,,
AM1400A,validé-x4,AR1400,1,7,166x133,BAM V1,,"Fontaine de jour des Ruines du temple (AR1400), planning ARE 0x001FFFC0 = 6h-20h59. x4 SeedVR2 7B/LAB (run ar1400-all-bam-seedvr7b-lab-x4, alpha agrandi au plus proche voisin, luminance intra-masque -0,8 % vs source). V2 TimedTimeline 30 FPS apo-8 (run ar1400-fountains-apo8-x4-30fps-v2, plan a73e0afc) : 7 ancres -> 14 frames, timeline 0,7,1,8,2,9,3,10,4,11,5,12,6,13, duree 0,4667 s inchangee ; 7 ancres reprises octet-identiques, les 7 phases intermediaires portent l'alpha exact de leur ancre gauche. Aucun maintien duplique, couture cyclique mesuree du meme ordre que les autres transitions. qa-approval.json accepte. QA en jeu validee par l'utilisateur le 2026-08-28, de jour ET de nuit. Livre par le pack de zone combined-20260828-plus-ar1400-fountains-only (AR1400 = AM1400A + AM1400N seulement ; les 5 arbres 1400T00x en ont ete retires, voir leurs lignes). Contour alpha 1 bit en escaliers x4 non encore corrige : spline fit 1.0 + fondu interieur 6 px x4 prevue, non appliquee a ce jour."
AM1400N,validé-x4,AR1400,1,7,166x133,BAM V1,,"Fontaine de nuit des Ruines du temple (AR1400), meme position que AM1400A, planning ARE 0xFFE0003F = 21h-5h59. Alpha strictement identique sur les 7 frames natives. Meme chaine et meme run que AM1400A (x4 ar1400-all-bam-seedvr7b-lab-x4 ; 30 FPS ar1400-fountains-apo8-x4-30fps-v2, plan a73e0afc, 7 -> 14 frames, 0,4667 s). QA en jeu validee par l'utilisateur le 2026-08-28. Meme pack de zone combined-20260828-plus-ar1400-fountains-only. Contour alpha 1 bit non encore corrige, comme AM1400A."
AM1512PA,non-traité,AR1512,1,5,54x109,BAM V1,,
AM1516PT,non-traité,AR1516,1,6,66x100,BAM V1,,
AM2000A,non-traité,AR2000,1,28,192x149,BAM V1,,
AM2000B,non-traité,AR2000,1,28,192x149,BAM V1,,
AM2008A,non-traité,AR1010;AR2008;OH5120,3,15,144x135,BAM V1,,
AM2100PA,validé-x4,AR2100,1,7,100x148,BAM V1,ar2100-portals-apo8-x4-30fps-v2,"Portail AR2100 ; x4 SeedVR2 7B/LAB (run ar2100-portals-seedvr7b-lab-x4) ; V2 TimedTimeline Apollo 8, 15->30 FPS (run ar2100-portals-apo8-x4-30fps-v2 ; 7->14 phases) ; QA vidéo et ingame utilisateur validées le 2026-09-01 ; livré par pack de zone, installation réversible."
AM2100PB,validé-x4,AR2100,1,7,92x134,BAM V1,ar2100-portals-apo8-x4-30fps-v2,"Portail AR2100 ; x4 SeedVR2 7B/LAB (run ar2100-portals-seedvr7b-lab-x4) ; V2 TimedTimeline Apollo 8, 15->30 FPS (run ar2100-portals-apo8-x4-30fps-v2 ; 7->14 phases) ; QA vidéo et ingame utilisateur validées le 2026-09-01 ; livré par pack de zone, installation réversible."
AM2100PC,validé-x4,AR2100,1,7,94x130,BAM V1,ar2100-portals-apo8-x4-30fps-v2,"Portail AR2100 ; x4 SeedVR2 7B/LAB (run ar2100-portals-seedvr7b-lab-x4) ; V2 TimedTimeline Apollo 8, 15->30 FPS (run ar2100-portals-apo8-x4-30fps-v2 ; 7->14 phases) ; QA vidéo et ingame utilisateur validées le 2026-09-01 ; livré par pack de zone, installation réversible."
AM2201A,non-traité,AR2201,1,7,90x170,BAM V1,,
AM2201B,non-traité,AR2201,5,7,148x115,BAM V1,,
AM2300A,non-traité,AR2300,3,7,82x125,BAM V1,,
AM2801A,non-traité,AR2801;AR2808;AR2809,3,7,153x108,BAM V1,,
AM2802A,non-traité,AR2802;AR2810;AR2811,3,7,152x108,BAM V1,,
AM2805A,non-traité,AR2804;AR2805,2,7,93x104,BAM V1,,
AM2805B,non-traité,AR2804,2,7,186x184,BAM V1,,
AM2805C,non-traité,AR2804,1,7,224x182,BAM V1,,
AM3000A,à-compléter,AR3000,1,16,248x221,BAM V1,frame000-x4-only,Coupole; seule frame 000 traitée en x4; prototype mis de côté.
AM3000E,non-traité,AR3000,5,24,39x68,BAM V1,,
AM3000H,non-traité,AR3000,1,15,114x119,BAM V1,,
AM3001D,non-traité,AR3001,1,15,129x86,BAM V1,,
AM3001F,non-traité,AR3001,5,6,40x40,BAM V1,,
AM3001G,non-traité,AR3001,1,12,78x105,BAM V1,,
AM3011A,non-traité,AR3011,1,8,111x112,BAM V1,,
AM3011B,non-traité,AR3011,1,8,30x60,BAM V1,,
AM3016A,non-traité,AR3016,2,10,32x111,BAM V1,,
AM3016B,non-traité,AR3016,1,10,180x48,BAM V1,,
AM3016D,non-traité,AR3016,3,64,32x67,BAM V1,,
AM3016E,non-traité,AR3016,1,12,178x129,BAM V1,,
AM3016G,non-traité,AR3016,1,12,184x129,BAM V1,,
AM3016I,non-traité,AR3016,1,24,40x109,BAM V1,,
AM3016J,non-traité,AR3016,1,24,40x109,BAM V1,,
AM3016K,non-traité,AR3016,1,24,40x109,BAM V1,,
AM3016L,non-traité,AR3016,1,24,40x109,BAM V1,,
AM3016N,non-traité,AR3016,3,15,77x143,BAM V1,,
AM3016P,non-traité,AR3016,1,3,80x69,BAM V1,,
AM3016Q,non-traité,AR3016,1,3,82x60,BAM V1,,
AM3016R,non-traité,AR3016,1,3,81x64,BAM V1,,
AM3016T,non-traité,AR3016,1,3,153x107,BAM V1,,
AM3017A,non-traité,AR3017,1,8,133x175,BAM V1,,
AM3017B,non-traité,AR3017,1,8,120x172,BAM V1,,
AM3017C,non-traité,AR3017,1,8,167x174,BAM V1,,
AM3017D,non-traité,AR3017,1,8,135x234,BAM V1,,
AM3017E,non-traité,AR3017,1,8,55x37,BAM V1,,
AM3017F,non-traité,AR3017,1,8,72x53,BAM V1,,
AM3017G,non-traité,AR3017,1,8,50x50,BAM V1,,
AM3017H,non-traité,AR3017,1,8,58x40,BAM V1,,
AM3017Z,non-traité,AR3017,1,10,164x102,BAM V1,,
AM3019A,non-traité,AR3019,1,36,229x205,BAM V1,,
AM3020D,non-traité,AR3020,1,9,118x246,BAM V1,,
AM3021D,non-traité,AR3021,1,10,90x51,BAM V1,,
AM3021E,non-traité,AR3021,1,10,84x58,BAM V1,,
AM3021F,non-traité,AR3021,1,10,82x54,BAM V1,,
AM3022D,non-traité,AR3022,1,10,55x35,BAM V1,,
AM307RED,validé-x4,AR0307;AR0329,2,7,56x56,BAM V1,ar0307-ar0329-six-bam-apo8-x4-30fps-v2-20260831,"Effet rouge ; x4 SeedVR2 7B/LAB (run ar0307-ar0329-six-bam-seedvr7b-lab-x4-20260831), puis V2 TimedTimeline 30 FPS apo-8 (run ar0307-ar0329-six-bam-apo8-x4-30fps-v2-20260831 ; 7 frames natives -> 21 frames, 28 phases) ; livré par pack de zone combined-20260831-ar0307-ar0329-six-bam-30fps-v2 ; QA ingame utilisateur validée le 2026-08-31."
AM307TT1,validé-x4,AR0307;AR0329,2,4,78x81,BAM V1,ar0307-ar0329-six-bam-apo8-x4-30fps-v2-20260831,"Roue ; x4 SeedVR2 7B/LAB (run ar0307-ar0329-six-bam-seedvr7b-lab-x4-20260831), puis V2 TimedTimeline 30 FPS apo-8 (run ar0307-ar0329-six-bam-apo8-x4-30fps-v2-20260831 ; 4 frames natives -> 8 frames, 8 phases) ; livré par pack de zone combined-20260831-ar0307-ar0329-six-bam-30fps-v2 ; QA ingame utilisateur validée le 2026-08-31."
AM307UR1,validé-x4,AR0307;AR0329,2,4,91x69,BAM V1,ar0307-ar0329-six-bam-apo8-x4-30fps-v2-20260831,"Coffre ; x4 SeedVR2 7B/LAB, neutralisation RGB sous alpha nul, puis V2 TimedTimeline 30 FPS apo-8 (run ar0307-ar0329-six-bam-apo8-x4-30fps-v2-20260831 ; 4 frames natives -> 8 frames, 8 phases ; neutralisation réappliquée après interpolation) ; livré par pack de zone combined-20260831-ar0307-ar0329-six-bam-30fps-v2 ; QA ingame utilisateur validée le 2026-08-31."
AM307UR2,validé-x4,AR0307;AR0329,2,4,207x158,BAM V1,ar0307-ar0329-six-bam-apo8-x4-30fps-v2-20260831,"Coffre ; x4 SeedVR2 7B/LAB, neutralisation RGB sous alpha nul, puis V2 TimedTimeline 30 FPS apo-8 (run ar0307-ar0329-six-bam-apo8-x4-30fps-v2-20260831 ; 4 frames natives -> 8 frames, 8 phases ; neutralisation réappliquée après interpolation) ; livré par pack de zone combined-20260831-ar0307-ar0329-six-bam-30fps-v2 ; QA ingame utilisateur validée le 2026-08-31."
AM307UR3,validé-x4,AR0307;AR0329,2,4,222x176,BAM V1,ar0307-ar0329-six-bam-apo8-x4-30fps-v2-20260831,"Coffre ; x4 SeedVR2 7B/LAB, neutralisation RGB sous alpha nul, puis V2 TimedTimeline 30 FPS apo-8 (run ar0307-ar0329-six-bam-apo8-x4-30fps-v2-20260831 ; 4 frames natives -> 8 frames, 8 phases ; neutralisation réappliquée après interpolation) ; livré par pack de zone combined-20260831-ar0307-ar0329-six-bam-30fps-v2 ; QA ingame utilisateur validée le 2026-08-31."
AM4000Z,non-traité,AR4000,10,22,26x67,BAM V1,,
AM411MAC,non-traité,AR0411,1,9,204x193,BAM V1,,
AM414E11,non-traité,AR0414,3,8,150x131,BAM V1,,
AM414E12,non-traité,AR0414,3,8,160x135,BAM V1,,
AM414EY2,non-traité,AR0414,3,8,242x183,BAM V1,,
AM4500A,non-traité,AR4500,1,8,105x144,BAM V1,,
AM4500B,non-traité,AR4500,1,8,96x134,BAM V1,,
AM4500C,non-traité,AR4500,1,8,61x142,BAM V1,,
AM4500D,non-traité,AR4500,1,8,130x142,BAM V1,,
AM4500E,non-traité,AR4500,1,8,76x145,BAM V1,,
AM5000A,non-traité,AR5000,1,5,182x148,BAM V1,,
AM5000B,non-traité,AR5000,1,5,181x147,BAM V1,,
AM5201A,non-traité,AR5201,2,8,109x166,BAM V1,,
AM5201B,non-traité,AR5201,6,14,106x122,BAM V1,,
AM5202B,non-traité,AR5202,1,15,52x109,BAM V1,,
AM5204A,non-traité,AR5204,1,15,40x67,BAM V1,,
AM5204C,non-traité,AR5204;OH4210,2,12,53x37,BAM V1,,
AM5204D,non-traité,AR5201;AR5204,14,20,52x118,BAM V1,,
AM5500A,non-traité,AR5500,7,16,55x155,BAM V1,,
AM5500D,non-traité,AR5500,1,10,52x78,BAM V1,,
AM5502D,non-traité,AR5502,1,12,23x17,BAM V1,,
AM5502F,non-traité,AR5502,1,12,63x59,BAM V1,,
AM5503A,non-traité,AR5503,1,8,105x76,BAM V1,,
AM5503C,non-traité,AR5503,2,8,51x65,BAM V1,,
AM5503D,non-traité,AR5503,1,8,50x66,BAM V1,,
AM5508C,non-traité,AR5501;AR5502;AR5506;AR5507;AR5508,19,12,20x26,BAM V1,,
AM5508D,non-traité,AR5501;AR5502;AR5506;AR5507;AR5508,5,10,95x68,BAM V1,,
AM6004A,non-traité,AR6001;AR6005,30,40,35x110,BAM V1,,
AM6004B,non-traité,AR6003;AR6004,19,32,57x165,BAM V1,,
AM6005A,non-traité,AR6005,1,12,116x132,BAM V1,,
AM6200A,non-traité,AR6200,1,20,149x179,BAM V1,,
AM6200B,non-traité,AR6200,1,20,149x179,BAM V1,,
AM6200E,non-traité,AR6200,1,5,110x95,BAM V1,,
AM6200F,non-traité,AR6200,1,5,94x86,BAM V1,,
AM6200G,non-traité,AR6200,1,5,87x76,BAM V1,,
AM6200H,non-traité,AR6200,1,9,164x116,BAM V1,,
AM6200I,non-traité,AR6200,1,9,159x107,BAM V1,,
AM6200J,non-traité,AR6200,1,9,158x99,BAM V1,,
AM904TL1,non-traité,AR0904,1,9,60x60,BAM V1,,
AM904TL2,non-traité,AR0904,1,9,60x60,BAM V1,,
AM904TL3,non-traité,AR0904,1,9,70x70,BAM V1,,
AM904TL4,non-traité,AR0904,1,6,102x74,BAM V1,,
AMOH7300,non-traité,OH7300,9,108,19x56,BAM V1,,
AMSTEAM1,non-traité,AR3017,7,24,56x64,BAM V1,,
AMSTEAM2,non-traité,AR3017,7,24,95x43,BAM V1,,
AMWRPGT1,non-traité,AR3003;AR3004;AR3005;AR3006;AR3007;AR3008;AR3009;AR3010;AR3011;AR3012;AR3013;AR3014;AR3015;AR3016;AR3017;AR3019;AR3020,50,12,47x85,BAM V1,,
BDFORCEW,non-traité,OH8100,2,160,164x231,BAM V1,,
BUBBLEA,non-traité,AR2903,3,20,58x53,BAM V1,,
BUBBLES2,écarté,AR0411;AR0602;AR0603,28,107,19x56,BAM V1,,"Effet partage (bulles montantes), 107 frames, cycle unique de 107 slots, ~15 fps. Ecarte apres deux campagnes. 1) 3B x4, rejet en jeu le 2026-08-23 (contours durs/anguleux ; luminosite +25 a +30/255 ; frange chromatique) ; motif alors attribue a la petitesse des frames. 2) Reouvert le 2026-08-27 en 7B/LAB x4 : les deux causes identifiees a l'epoque ont ete corrigees et mesurees, sans suffire. La hausse de luminosite etait le defaut Blended (flag ARE bit 1) : 72,5 % du cadre x4 transparent portait du RGB a 95,9/255, soit une contribution additive parasite de 69,5/255, ramenee a 0 par build_blended_rgb_neutral_pack.py --mode zero. Les contours durs venaient en partie de l'agrandissement nearest de l'alpha (marches de 4 px), corrige par --inner-feather-x4 2 --mode premultiply. Les deux correctifs installes et QA en jeu sur AR0602 : refuses, rendu juge equivalent au vanilla. CAUSE REELLE ET DEFINITIVE : plafond informationnel. Sur 993 bulles, surface mediane 10 px x1, soit un rayon equivalent de 1,8 px ; 14 % des bulles font 1 a 4 px. Une bulle de ce rayon ne porte que position, taille et luminosite : il n'y a aucune forme a reconstruire, et tout resultat x4 est invente. L'ecart numerique au vanilla atteint pourtant MAE 37 a 45/255 selon la variante, preuve que la difference porte sur une structure trop fine pour se lire a l'ecran. SEUIL REUTILISABLE : en dessous d'environ 2 px de rayon de sujet utile en x1, l'upscale n'apporte rien de visible ; seule une re-creation d'asset le pourrait, ce qui sort du perimetre upscale. Runs et packs conserves comme trace : ar0602-bubbles2-seedvr7b-lab-x4, packs-par-zone/bubbles2-{rgb-neutral,feather1,feather2,feather3}-20260827. Valide en x1 natif ; ne plus retenter d'upscale sur cette ressource. Voir pipeline/ANIMATION_BLENDED_RGB_NEUTRALISATION.md."
BUTRFLY,validé-x4,AR0309;AR0800;AR1100;AR1200;AR1700;AR1800;AR2000;AR3000;AR5500;AR6400;OH4000;OH6000;OH6100;OH6400,74,18,64x64,BAM V1,butrfly-apo8-x4-30fps-v2,"Papillon partagé sur 14 zones, 74 occurrences ; x4 SeedVR2 7B/LAB (run butrfly-seedvr7b-lab-x4) ; V2 TimedTimeline Apollo 8, 15->30 FPS (run butrfly-apo8-x4-30fps-v2 ; 18->36 phases) ; QA vidéo et ingame utilisateur validées le 2026-09-01 ; livré par pack de zone, installation réversible."
CHIMSMK,validé-x4,AR0300;AR0400;AR0500;AR1100;AR2000,68,12,64x64,BAM V1,chimsmk-apo8-x4-30fps-v2-spline-fit1-multicontour-feather4-oval-edgefade20x6,"Fumée partagée sur 5 zones, 68 occurrences ; x4 SeedVR2 7B/LAB ; V2 TimedTimeline Apollo 8, 15->30 FPS (12->24 phases) ; Spline Fit 1 Multi-Contour / Per-Frame Feather 4, Oval Edge Fade 20/6 et RGB prémultiplié par alpha final. QA vidéo et ingame acceptée le 2026-09-01 ; preuve immuable animations/runs/chimsmk-apo8-x4-30fps-v2-spline-fit1-feather4-oval-edgefade20x6-candidate-v2/qa-approval.json. Pack courant combined-20260901-chimsmk-oval-dstdvl1a-b-c-activefade7-20-7-candidate ; sauvegarde per-area-backup-20260901-214850."
DSTDVL1A,validé-x4,AR0411;AR0414;AR1100;AR1200;AR1600;AR1700;AR5200;AR5500;AR6300;OH6400,72,18,113x78,BAM V1,dstdvl1a-apo8-x4-30fps-v2-spline-fit1-coreguard16-activefade7-20-7,"Effet DSTDVL partagé sur 10 zones, 72 occurrences ; x4 SeedVR2 7B/LAB ; V2 TimedTimeline Apollo 8, 15->30 FPS (125 textures, 214 phases) ; Spline Fit 1 Multi-Contour — Core Guard 16 ; fade actif 7/20/7 sur 34 phases non vides (14 textures clonées). QA vidéo et ingame acceptée le 2026-09-01 ; preuve immuable animations/runs/dstdvl1a-apo8-x4-30fps-v2-spline-fit1-coreguard16-activefade7-20-7-candidate/qa-approval.json. Pack courant combined-20260901-chimsmk-oval-dstdvl1a-b-c-activefade7-20-7-candidate ; sauvegarde per-area-backup-20260901-214850."
DSTDVL1B,validé-x4,AR0411;AR0414;AR1100;AR1200;AR1600;AR1700;AR5200;AR5500;AR6300;OH6400,55,18,113x78,BAM V1,dstdvl1b-apo8-x4-30fps-v2-spline-fit1-coreguard16-activefade7-20-7,"Effet DSTDVL partagé sur 10 zones, 55 occurrences ; x4 SeedVR2 7B/LAB ; V2 TimedTimeline Apollo 8, 15->30 FPS (125 textures, 214 phases) ; Spline Fit 1 Multi-Contour — Core Guard 16 ; fade actif 7/20/7 sur 34 phases non vides (14 textures clonées). QA vidéo et ingame acceptée le 2026-09-01 ; preuve immuable animations/runs/dstdvl1b-apo8-x4-30fps-v2-spline-fit1-coreguard16-activefade7-20-7-candidate/qa-approval.json. Pack courant combined-20260901-chimsmk-oval-dstdvl1a-b-c-activefade7-20-7-candidate ; sauvegarde per-area-backup-20260901-214850."
DSTDVL1C,validé-x4,AR0411;AR0414;AR1100;AR1200;AR1600;AR1700;AR5200;AR5500;AR6300;OH6400,41,18,113x78,BAM V1,dstdvl1c-apo8-x4-30fps-v2-spline-fit1-coreguard16-activefade7-20-7,"Effet DSTDVL partagé sur 10 zones, 41 occurrences ; x4 SeedVR2 7B/LAB ; V2 TimedTimeline Apollo 8, 15->30 FPS (125 textures, 214 phases) ; Spline Fit 1 Multi-Contour — Core Guard 16 ; fade actif 7/20/7 sur 34 phases non vides (14 textures clonées). QA vidéo et ingame acceptée le 2026-09-01 ; preuve immuable animations/runs/dstdvl1c-apo8-x4-30fps-v2-spline-fit1-coreguard16-activefade7-20-7-candidate/qa-approval.json. Pack courant combined-20260901-chimsmk-oval-dstdvl1a-b-c-activefade7-20-7-candidate ; sauvegarde per-area-backup-20260901-214850."
DSTDVL2B,non-traité,AR0411,2,18,104x114,BAM V1,,
DSTDVL2C,non-traité,AR0411,1,18,104x114,BAM V1,,
EYESRED1,non-traité,AR0329,1,20,11x7,BAM V1,,
FALL1A,non-traité,AR2300,1,6,213x201,BAM V1,,
FALL1B,non-traité,AR2300,1,24,155x184,BAM V1,,
FALL2,non-traité,AR2300,1,6,195x220,BAM V1,,
FALL3,non-traité,AR2300,1,36,141x190,BAM V1,,
FALL4,non-traité,AR2300,1,12,171x190,BAM V1,,
FALL5A,non-traité,AR2300,1,12,103x198,BAM V1,,
FALL5B,non-traité,AR2300,1,12,87x226,BAM V1,,
FALL5C,non-traité,AR2300,1,12,57x195,BAM V1,,
FALL6,non-traité,AR2300,1,18,104x175,BAM V1,,
FALLA1,non-traité,AR2300,1,6,90x121,BAM V1,,
FALLA2,non-traité,AR2300,1,6,57x73,BAM V1,,
FIRE,non-traité,OH4000;OH4200;OH7300,64,9,12x57,BAM V1,,
FIREBRN,non-traité,OH4210,7,63,15x28,BAM V1,,
FIRE_1,validé-x4,AR0700;AR0802;AR0805;AR0810;AR0811;AR2013;AR3027;AR5000,24,15,36x50,BAM V1,ar0700-fire1-x4-rgb-neutral-20260827,"Grande flamme partagee sur 8 zones (run ar0700-fire1-seedvr7b-lab-x4). Le BAM stock declare 5 cycles dont 4 vides: les cycles vides terminaux sont retires a la construction du pack (drop_trailing_empty_cycles); toutes les occurrences sont sequence 0. x4 SeedVR2 7B/LAB; cadence native 15 fps conservee (Native, pas de TimedTimeline). Ressource Blended (flag ARE bit 1): la couleur sous alpha nul etait ajoutee a la scene et produisait un fond/halo; corrigee par build_blended_rgb_neutral_pack.py --mode zero (RGB=0 sous alpha==0; alpha et RGB intra-masque inchanges octet pour octet). Trois correctifs alpha prealables sans effet, cf. ANIMATION_BLENDED_RGB_NEUTRALISATION.md. Livre par pack de zone; QA en jeu validee par l'utilisateur le 2026-08-27 sur AR0700."
FIRE_2B,non-traité,AR3017;OH8100,7,15,70x70,BAM V1,,
FIRE_3,non-traité,AR0202;AR0331;AR0500;AR0526;AR0906;AR3001;AR5000;OH4200;OH4210;OH4220,34,14,24x40,BAM V1,,
FIRE_3GR,non-traité,AR0203,1,14,30x40,BAM V1,,
FIRE_3GS,non-traité,OH4101,42,14,30x40,BAM V1,,
